index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,join_year,director,cast,country,date_added,rating,duration,listed_in
4813,tm963182,Trollhunters: Rise of the Titans,MOVIE,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,2021,,104,tt12851396,6.7,4614.0,trollhunters: rise of the titans,2021.0,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong",,"July 21, 2021",TV-Y7,106 min,Children & Family Movies
4819,ts269493,Headspace Guide to Meditation,SHOW,"The series shows how meditation can help in your daily life. From tackling stress to embracing gratitude, each episode first teaches the basics and techniques of the practice, and then concludes with a guided meditation. Push play, close your eyes, and explore the many benefits of meditation.",2021,TV-G,22,tt13617024,8.4,1540.0,headspace guide to meditation,2021.0,,Andy Puddicombe,United States,"January 1, 2021",TV-G,1 Season,"Docuseries, Science & Nature TV"
4823,tm1036270,I Am All Girls,MOVIE,A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,2021,,107,tt9013182,5.9,5704.0,i am all girls,2021.0,Donovan Marsh,"Erica Wessels, Hlubi Mboya, Deon Lotz, Brendon Daniels, Mothusi Magano",South Africa,"May 14, 2021",TV-MA,107 min,"Dramas, International Movies, Thrillers"
4824,ts296081,The Parisian Agency: Exclusive Properties,SHOW,A reality series about the family Kretz who sells apartments to rich customers in France and the rest of the world.,2021,TV-14,54,tt14746934,7.4,593.0,the parisian agency: exclusive properties,2021.0,,"Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz",,"June 23, 2021",TV-G,1 Season,"International TV Shows, Reality TV"
4825,tm921206,The Kissing Booth 3,MOVIE,"Itâ€™s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",2021,PG-13,112,tt12783454,4.7,15536.0,the kissing booth 3,2021.0,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings","United Kingdom, United States","August 11, 2021",TV-14,114 min,"Comedies, Romantic Movies"
4826,ts287802,Penguin Town,SHOW,"In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",2021,TV-G,30,tt14677850,7.9,824.0,penguin town,2021.0,,,,"June 16, 2021",TV-PG,1 Season,"Docuseries, Science & Nature TV"
4828,tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics.",2021,PG-13,97,tt13935770,7.0,286.0,chris rock total blackout: the tamborine extended cut,2021.0,Chris Rock,Chris Rock,,"January 12, 2021",TV-MA,98 min,Stand-Up Comedy
4829,ts283528,This Is Pop,SHOW,"Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more.",2021,TV-MA,44,tt14155414,6.9,1076.0,this is pop,2021.0,,,,"June 22, 2021",TV-MA,1 Season,"Docuseries, International TV Shows"
4832,tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,2021,R,84,tt15085784,6.3,3123.0,memories of a murderer: the nilsen tapes,2021.0,Michael Harte,,,"August 18, 2021",TV-MA,86 min,"Documentaries, International Movies"
4839,tm998858,Brian Regan: On the Rocks,MOVIE,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.",2021,,58,tt13926994,6.9,601.0,brian regan: on the rocks,2021.0,Troy Miller,Brian Regan,United States,"February 23, 2021",TV-G,58 min,Stand-Up Comedy
4840,tm1000797,Ride or Die,MOVIE,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021,R,142,tt14164234,5.5,1808.0,ride or die,2021.0,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,"April 15, 2021",TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies"
4841,tm362072,Monster,MOVIE,"The story of Steve Harmon, a 17-year-old honor student whose world comes crashing down around him when he is charged with felony murder.",2021,R,98,tt10229074,6.5,5574.0,monster,2021.0,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,"May 7, 2021",TV-MA,99 min,Dramas
4842,ts272366,Amend: The Fight for America,SHOW,"When the United States of America was founded, the ideals of freedom and equality did not apply to all people. These are the stories of the brave Americans who fought to right the nationâ€™s wrongs and enshrine the values we hold most dear into the Constitution â€” with liberty and justice for all.",2021,TV-MA,59,tt13972246,7.8,1281.0,amend: the fight for america,2021.0,,"Will Smith, Mahershala Ali, Laverne Cox, Utkarsh Ambudkar, Bambadjan Bamba, Sterling K. Brown, Bobby Cannavale, Rafael Casal, Whitney Cummings, Daveed Diggs, Hannah Gadsby, Joseph Gordon-Levitt, Graham Greene, Diane Guerrero, Helen Hunt, Joshua Jackson, Samuel L. Jackson, Aja Naomi King, Diane Lane, Ki Hong Lee, Gabriel Luna, Marsai Martin, Dermot Mulroney, Tig Notaro, Jae Suh Park, Randall Park, Pedro Pascal, Yara Shahidi, Alia Shawkat, Algee Smith, Willow Smith, Courtney B. Vance, Lena Waithe, Samira Wiley, Larry Wilmore",United States,"February 17, 2021",TV-MA,1 Season,Docuseries
4843,ts271726,Go Dog Go,SHOW,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way.",2021,TV-Y,24,tt10687202,7.2,179.0,go dog go,2021.0,,"Michela Luci, Callum Shoniker, Lyon Smith, Tajja Isen, Anand Rajaram, David Berni, Linda Ballantyne, Joshua Graham, Patrick McKenna, Judy Marshak, Martin Roach, Katie Griffin","United States, United Kingdom","January 26, 2021",TV-Y,1 Season,Kids' TV
4844,tm880822,Mobile Suit Gundam Hathaway,MOVIE,"After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",2021,PG-13,96,tt13288678,6.6,1331.0,mobile suit gundam hathaway,2021.0,Shuko Murase,"Kensho Ono, Reina Ueda, Junichi Suwabe",,"July 1, 2021",TV-14,96 min,"Action & Adventure, Anime Features, International Movies"
4850,tm872108,A Week Away,MOVIE,"With nowhere left to go, Will Hawkins finds himself at camp for the first time. His instinct is to run, but he finds a friend, a father figure, and even a girl who awakens his heart. Most of all, he finally finds a home.",2021,,94,tt11388278,5.7,4465.0,a week away,2021.0,Roman White,"Kevin Quinn, Bailee Madison, Jahbril Cook, Kat Conner Sterling, Sherri Shepherd, David Koechner, Iain Tucker, Amy Grant",United States,"March 26, 2021",TV-PG,98 min,"Children & Family Movies, Faith & Spirituality, Music & Musicals"
4851,tm985550,Crazy About Her,MOVIE,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",2021,,102,tt11698630,6.6,5435.0,crazy about her,2021.0,Dani de la Orden,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",Spain,"February 26, 2021",TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
4852,tm948681,Below Zero,MOVIE,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.",2021,,106,tt9845564,6.2,18840.0,below zero,2021.0,Lluís Quílez,"Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",Spain,"January 29, 2021",TV-MA,107 min,"Action & Adventure, International Movies"
4857,ts271720,Pui Pui Molcar,SHOW,"The setting is a world where people drive sentient vehicles that are hybrids between guinea pigs and cars â€“ ""Molcars""! Molcars have round eyes, big soft butts, and short arms and legs as they trot along. They run around with a silly look on their face, and even when you're stuck in traffic, you can be put at ease just by gazing at the guinea pig butt in front of you! Even if they cause a bit of trouble, it's easy to forgive them because they're so cute and fluffy! This is an animation focusing on various situations unique to cars, full of satisfaction, friendship, adventure, crazy action, and tons of guinea pigs!",2021,TV-Y7,2,tt14202738,8.1,335.0,pui pui molcar,2021.0,,,Japan,"March 25, 2021",TV-Y7,1 Season,Kids' TV
4858,ts282291,Generation 56K,SHOW,"Told from two points of view, a couple begins dating during the era of the 56K modem and navigates their relationship over the next two decades.",2021,TV-14,30,tt13524842,7.4,2317.0,generation 56k,2021.0,,"Angelo Spagnoletti, Cristina Cappelli, Alfredo Cerrone, Azzurra Iacone, Gianluca Colucci (Fru), Gennaro Filippone, Fabio Balsamo, Egidio Mercurio, Sebastiano Kiniger, Biagio Forestieri, Sveva Simeone, Ilenia Zanfardino, Roberta Migliucci, Claudia Tranchese",,"July 1, 2021",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
4859,tm1029256,Ferry,MOVIE,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested â€” and a love that alters his life.",2021,,106,tt14217100,7.0,10748.0,ferry,2021.0,Cecilia Verheyden,"Frank Lammers, Elise Schaap, Huub Stapel, Monic Hendrickx, Raymond Thiry, Maarten Heijmans, Yannick van de Velde","Belgium, Netherlands","May 14, 2021",TV-MA,107 min,"Dramas, International Movies, Thrillers"
4863,ts296069,Elite Short Stories: Omar Ander Alexis,SHOW,"Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment.",2021,TV-MA,12,tt14676004,7.3,1903.0,elite short stories: omar ander alexis,2021.0,,"Arón Piper, Omar Ayuso, Claudia Salas, Jorge Clemente, Laura Calero, Jon Rod",,"June 16, 2021",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
4865,tm810494,The 8th Night,MOVIE,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",2021,,115,tt14781176,5.3,3181.0,the 8th night,2021.0,Kim Tae-hyung,"Lee Sung-min, Park Hae-joon, Kim You-jung, Nam Da-reum, Choi Jin-ho, Kim Dong-yeong, Lee Eal",South Korea,"July 2, 2021",TV-14,116 min,"Horror Movies, International Movies, Thrillers"
4866,tm950444,Skater Girl,MOVIE,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",2021,PG,107,tt6964940,6.6,4180.0,skater girl,2021.0,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India","June 11, 2021",PG,110 min,"Children & Family Movies, Dramas, International Movies"
4867,tm894254,Penguin Bloom,MOVIE,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the birdâ€™s arrival makes a profound difference in the struggling familyâ€™s life.",2021,PG-13,95,tt6317656,6.8,9792.0,penguin bloom,2021.0,Glendyn Ivin,"Naomi Watts, Andrew Lincoln, Jacki Weaver, Griffin Murray-Johnston, Rachel House, Leeanna Walsman, Lisa Hensley, Felix Cameron, Abe Clifford-Barr","Australia, United States","January 27, 2021",TV-14,95 min,"Children & Family Movies, Dramas"
4868,ts296059,Elite Short Stories: Carla Samuel,SHOW,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",2021,TV-MA,14,tt14675560,6.9,2609.0,elite short stories: carla samuel,2021.0,,"Ester Expósito, Itzan Escamilla",,"June 17, 2021",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
4869,tm998726,Sentinelle,MOVIE,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",2021,,80,tt11734264,4.7,7726.0,sentinelle,2021.0,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",France,"March 5, 2021",TV-MA,81 min,"Action & Adventure, Dramas, International Movies"
4870,ts104362,Kid Cosmic,SHOW,"A young boy who dreams of becoming a hero, stumbles across some cosmic stones of power. His dreams appear to have come true.",2021,TV-Y7,23,tt9248538,7.9,1354.0,kid cosmic,2021.0,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,"September 7, 2021",TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy"
4872,ts90023,AlRawabi School for Girls,SHOW,The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors.,2021,TV-14,48,tt10183912,7.4,5708.0,alrawabi school for girls,2021.0,,"Andria Tayeh, Rakeen Sa'ad, Noor Taher, Yara Mustafa, Joanna Arida, Salsabiela, Nadera Emran, Reem Saadeh",Jordan,"August 12, 2021",TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
4876,ts232506,50M2,SHOW,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",2021,TV-MA,49,tt11617848,6.9,5516.0,50m2,2021.0,,"Engin Öztürk, Kürşat Alnıaçık, Cengiz Bozkurt, Aybüke Pusat, Tolga Tekin, Özgür Emre Yıldırım, Yiğit Kirazcı",Turkey,"January 27, 2021",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
4879,tm1064532,Deep,MOVIE,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before itâ€™s too late.,2021,,101,tt14880258,4.8,1380.0,deep,2021.0,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela","Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong, Krit Jeerapattananuwong, Warisara Jitpreedasakul, Dujdao Vadhanapakorn, Kim Waddoup, Philaiwan Khamphirathat, Wongsakorn Rassamitat, Bhumibhat Thavornsiri",Thailand,"July 16, 2021",TV-MA,101 min,"Dramas, International Movies, Thrillers"
4882,tm984155,The Devil Below,MOVIE,"A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains which was abandoned decades ago due to a mysterious coal mine fire.",2021,R,89,tt8299850,4.2,4093.0,the devil below,2021.0,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",United States,"June 13, 2021",TV-MA,89 min,Horror Movies
4885,ts272939,The Lost Pirate Kingdom,SHOW,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.,2021,TV-MA,43,tt14057360,6.6,2702.0,the lost pirate kingdom,2021.0,,"James Oliver Wheatley, Sam Callis, Thomas Padley, Evan Milton, Samuel Collings, Miles Yekinni, Jack Waldouck, Mia Tomlinson, Kevin Howarth, Mark Gillis, George Watkins, Derek Jacobi","United States, United Kingdom","March 15, 2021",TV-MA,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure"
4887,ts108621,Sky Rojo,SHOW,"Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.",2021,TV-MA,27,tt8690776,6.5,8569.0,sky rojo,2021.0,,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito, Yany Prado, Enric Auquer, Luis Zahera, Carmen Santamaría, Cecilia Gómez, Godeliv Van den Brandt, Penélope Guerrero, Luisa Vides, Niko Verona, Chema Ruiz",Spain,"July 23, 2021",TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
