index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,director,cast,country,date_added,rating,duration,listed_in
2695,tm430426,El Diesel,MOVIE,"Stuntman Badr the Diesel lives in a poor neighborhood. He meets Donia El- Sayad, a famous movie star, whose assistant, Afaf, is Badrâ€™s FiancÃ©e. When Afaf gets killed, he decides to seek revenge and find those who are responsible for her death",2018,,105,tt7906422,4.5,437.0,el diesel,,,,,,,
2711,tm325433,Dismissal,MOVIE,"A successful Spanish executive from a telecommunications company working in Argentina is about to face the most important week of his life, but all his plans will be sabotaged by an eccentric character who will make his week a living hellâ€¦",2017,,90,tt6580972,5.0,973.0,dismissal,,,,,,,
2720,tm416341,HiGH&LOW The Movie 3: Final Mission,MOVIE,"In order to conceal past corruption by the government, the Kyuryu group proceeds on a plan to destroy a street and build a casino. To stop the Kyuryu group, members of SWORD begin to move.",2017,,118,tt7624932,7.7,636.0,high&low the movie 3: final mission,,,,,,,
2734,ts82550,The Single Wives,SHOW,"Dating coach Matthew Hussey helps four divorced women get back in the game, teaching them the ins-and-outs of the dating world, what men are thinking and how to get their attention.",2018,TV-MA,50,tt8694342,6.5,73.0,the single wives,,,,,,,
2740,tm369433,Awe!,MOVIE,"â€˜Aweâ€™ charts the journey of a motley of characters that have nothing to do with each other but are yet connected by a single, fragile string. Who are these people and what about their lives connect them to each other is what the film is all about.",2018,,115,tt7797658,7.8,4967.0,awe!,,,,,,,
2744,ts75320,A Boy Named Flora A,SHOW,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who wonâ€™t pass on.,2017,TV-MA,89,tt6284014,7.9,314.0,a boy named flora a,,,,,,,
2749,tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",2017,,69,tt6386352,6.7,1281.0,jen kirkman: just keep livin'?,,,,,,,
2752,tm407349,The Birth Reborn 2,MOVIE,,2018,PG,91,tt16114198,6.6,5.0,the birth reborn 2,,,,,,,
2753,tm430090,The Last Runaway,MOVIE,Former Colonel Fernandez is appointed Minister of the National Anti-Drug Agency (SENAD) and purges the special forces to fight the first of many battles against drug trafficking on the border of Paraguay and Argentina.,2018,,107,tt7606620,5.9,719.0,the last runaway,,,,,,,
2756,ts82887,The Could've-Gone-All-the-Way Committee,SHOW,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,TV-14,24,tt8499662,6.8,102.0,the could've-gone-all-the-way committee,,,,,,,
2767,tm420311,Ana e VitÃ³ria,MOVIE,"Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together.",2018,,115,tt8583378,6.4,604.0,ana e vitã³ria,,,,,,,
2770,tm314677,Silence Is Welcome,MOVIE,"During the holidays, Amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. While travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. She sees it as a punishment, but does not suspect that with the imminent escalation of violence in Mexico this could be their last vacation together.",2017,,94,tt6436212,4.6,101.0,silence is welcome,,,,,,,
2780,tm444564,Tattoo of Revenge,MOVIE,"After suffering a violent incident, a woman decides to become a vigilante, defending every woman who has suffered from physical or psychological abuse.",2018,R,150,tt8276106,4.9,112.0,tattoo of revenge,,,,,,,
2782,tm436171,El Potro: lo mejor del amor,MOVIE,A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.,2018,,122,tt9426178,5.2,723.0,el potro: lo mejor del amor,,,,,,,
2787,ts265844,#ABtalks,SHOW,"#ABtalks is a YouTube interview show hosted by Anas Bukhash, showcasing the 'raw' side of celebrities, athletes, entrepreneurs, and influencers as human beings.",2018,TV-PG,68,tt12635254,9.6,7.0,#abtalks,,,,,,,
2790,tm352951,Smaller and Smaller Circles,MOVIE,A serial killer in Payatas leaves the bodies of young boys in the dump as two Jesuit priests try to solve the murders.,2017,,111,tt7512304,6.6,234.0,smaller and smaller circles,,,,,,,
2796,tm408257,Todo lo que serÃ­a Lucas Lauriente,MOVIE,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",2018,,78,tt7607452,6.9,108.0,todo lo que serã­a lucas lauriente,,,,,,,
2799,tm435333,DTC â€“Yukemuri Junjo Henâ€“ from HiGH&LOW,MOVIE,"The movie is about the endless miracles during the motorcycle trip of Dan, Tettsu, and Chiharu, the SannÅ RengÅkai trio (also known as DTC).",2018,,102,tt9765900,6.8,55.0,dtc â€“yukemuri junjo henâ€“ from high&low,,,,,,,
2801,tm358188,Alexis de Anda: Mea Culpa,MOVIE,"Stand-up comedian Alexis de Anda shares thoughts on gynecologists, drugs, and sex.",2017,,54,tt7587068,4.9,101.0,alexis de anda: mea culpa,,,,,,,
2810,ts87591,Justice: Qalb Al Adala,SHOW,"The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.",2017,TV-14,37,tt5338544,5.6,155.0,justice: qalb al adala,,,,,,,
2820,tm307383,Ghost Hunting,MOVIE,A set-up for an experiment in an empty room. Former inmates reconstruct an Israeli secret service interrogation centre. These Palestinian men use role play to come to terms with their memories and the humiliation they have experienced.,2017,,94,tt6568868,7.1,219.0,ghost hunting,,,,,,,
2824,ts81857,Club de Cuervos Presents: The Ballad of Hugo SÃ¡nchez,SHOW,Chava Iglesias's doting personal assistant Hugo SÃ¡nchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,2018,TV-MA,32,tt8498114,6.4,816.0,club de cuervos presents: the ballad of hugo sã¡nchez,,,,,,,
2828,tm324753,Marco Luque - We are together,MOVIE,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",2017,,73,tt6852616,4.4,76.0,marco luque - we are together,,,,,,,
2836,tm439678,Solo el amor,MOVIE,"A love story between a young lawyer called Emma and a Noah, a rock star.",2018,,93,tt7608430,4.7,68.0,solo el amor,,,,,,,
2837,tm446558,Hedefim Sensin,MOVIE,A meatball seller gets into trouble so flees Istanbul to find a new life on a beautiful island.,2018,,105,tt8493514,6.2,4384.0,hedefim sensin,,,,,,,
2842,ts86302,Check The Store Next Door,SHOW,"When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.",2018,TV-14,30,tt9545904,7.8,129.0,check the store next door,,,,,,,
2849,tm518107,Alter Ego,MOVIE,"Alter Ego tells the story of Ada Igwe ""played by Omotola Jalade-Ekeinde"" who is bent on bringing child molesters and sexual offenders to justice. But she has her own demons, an insatiable desire for sexual escapades.",2017,,111,tt7125822,5.7,55.0,alter ego,,,,,,,
2850,tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,A film about the 43 students from Ayotzinapa who disappeared.,2018,,80,tt8219520,7.4,204.0,ayotzinapa: the turtle's pace,,,,,,,
2852,tm438250,"I, Potro",MOVIE,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,2018,,50,tt9154584,6.2,493.0,"i, potro",,,,,,,
2857,tm442805,My Travel Buddy 2,MOVIE,The sequel to Yol Arkadasim from 2017. Onur and Seref have become both housemates and colleagues within a year. Seref is not successful in managing the song career of Onur.,2018,PG-13,116,tt8748256,5.8,3217.0,my travel buddy 2,,,,,,,
2858,tm345960,Alan SaldaÃ±a: mi vida de pobre,MOVIE,Mexican comic Alan SaldaÃ±a has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,2017,,53,tt7183082,6.3,68.0,alan saldaã±a: mi vida de pobre,,,,,,,
2865,tm327636,Joe Mande's Award-Winning Comedy Special,MOVIE,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more.",2017,,66,tt7183876,6.1,498.0,joe mande's award-winning comedy special,,,,,,,
2869,tm153164,Puriyaatha Puthir,MOVIE,"Kathir, a music director, starts seeing Meera, who teaches music. He starts receiving compromising videos of Meera, and desperately tries to find out the person wrecking their lives, but will it be too late?",2017,,140,tt3407614,6.6,1032.0,puriyaatha puthir,,,,,,,
2875,tm373864,AgustÃ­n AristarÃ¡n: Soy Rada,MOVIE,"Argentine comedian AgustÃ­n ""Radagast"" AristarÃ¡n adds doses of magic, music and acting to his high-energy stand-up routine.",2018,,60,tt8004552,6.1,121.0,agustã­n aristarã¡n: soy rada,,,,,,,
2880,tm244277,Pa Paandi,MOVIE,"â€˜Powerâ€™ Paandi, once a legendary stunt master who ruled the world of film stunts in his prime years is now content in living a peaceful life with his son and grandchildren. But he soon realizes that his acts that he thinks is normal and righteous, constantly irks his son who seems to taking their relationship for granted. One such overblown tiff with his son drives him to go do some soul searching, the outcome of which has many unexpected experiences.",2017,,125,tt6734886,7.4,1725.0,pa paandi,,,,,,,
2885,tm423315,PacÃ­ficum,MOVIE,"Documentary that studies the history, development, fauna and flora of the Peruvian coast.",2017,,74,tt8026108,6.5,126.0,pacã­ficum,,,,,,,
2892,tm364769,Pahuna: The Little Visitors,MOVIE,Three Nepalese children rely on each other for survival after they become separated from their parents while entering India.,2017,,138,tt6940696,7.5,397.0,pahuna: the little visitors,,,,,,,
2903,tm1063790,A Man for The Weekend,MOVIE,A career-focused woman convinces a colleague to pose as her boyfriend for a family visit -- and must face a meddling mom and some unexpected feelings.,2017,,94,tt15007420,4.0,11.0,a man for the weekend,,,,,,,
2905,tm354136,"El Especial de Alex FernÃ¡ndez, el Especial",MOVIE,"From a Mexico City theme park, energetic stand-up Alex FernÃ¡ndez riffs on music, cheap toys, insecurity and other fun things about growing up.",2017,,52,tt7520228,6.6,73.0,"el especial de alex fernã¡ndez, el especial",,,,,,,
2911,tm376709,Jani DueÃ±as: Grandes fracasos de ayer y hoy,MOVIE,"Radio broadcaster, actress and comedian Jani DueÃ±as brings her acid sense of humor to this stand-up special as she pours out her feelings on issues that are all too universal, from aging to dieting to sex.",2018,,77,tt7607260,4.8,71.0,jani dueã±as: grandes fracasos de ayer y hoy,,,,,,,
2912,tm368284,Arango y Sanint: RÃ­ase el show,MOVIE,"Colombian stand-up comedians Antonio Sanint and JuliÃ¡n Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",2018,,62,tt7606464,4.0,42.0,arango y sanint: rã­ase el show,,,,,,,
2913,tm328041,Doob,MOVIE,"As a noted filmmakerâ€™s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come.",2017,,102,tt5513920,6.2,1863.0,doob,,,,,,,
2916,tm367105,Alejandro RiaÃ±o: Especial de stand up,MOVIE,"Colombian comedian Alejandro RiaÃ±o discusses the perks of dating a she-wolf, styles of dancing, the quirks of BogotÃ¡ men and soccer game announcers.",2018,,60,tt7607558,4.9,69.0,alejandro riaã±o: especial de stand up,,,,,,,
